Pmax (MW),Pmin (MW),Type,Cost ($/MWh),EF,CC,Zone
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
1.5,0.1,Oil,40,0.82,0.98,ATSI_OH
0.4, ,SolarPV,0,0,0.35,RECO_NJ
0.8, ,SolarPV,0,0,0.35,RECO_NJ
1.4, ,SolarPV,0,0,0.35,RECO_NJ
1.6, ,SolarPV,0,0,0.35,RECO_NJ
3.6, ,SolarPV,0,0,0.35,ME_PA
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
2.6, ,SolarPV,0,0,0.35,JC_NJ
10, ,SolarPV,0,0,0.35,JC_NJ
88.2, ,SolarPV,0,0,0.35,DOM_VA
3.8, ,SolarPV,0,0,0.35,AE_NJ
1.1,0.5,NGCT,26.3,0.59,0.98,ME_PA
3.4, ,SolarPV,0,0,0.35,AE_NJ
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
2.5, ,SolarPV,0,0,0.35,AEP_IN
4.3, ,SolarPV,0,0,0.35,AEP_IN
6.5, ,SolarPV,0,0,0.35,AEP_IN
1.5, ,SolarPV,0,0,0.35,DOM_VA
7.1, ,SolarPV,0,0,0.35,AEP_IN
12.6, ,SolarPV,0,0,0.35,AEP_OH
1.1, ,SolarPV,0,0,0.35,AEP_IN
100, ,SolarPV,0,0,0.35,DOM_NC
80, ,SolarPV,0,0,0.35,DOM_VA
100, ,SolarPV,0,0,0.35,DOM_VA
0.8,0.2,Bio,20,0.99,0.43,DOM_NC
0.8,0.2,Bio,20,0.99,0.43,DOM_NC
0.1,0.1,Bio,20,0.99,0.43,DOM_NC
102,1.3,WindOn,0,0,0.28,AEP_IN
1,0.1,NGCT,26.3,0.59,0.98,AE_PA
6.1, ,SolarPV,0,0,0.35,AE_NJ
4.5, ,SolarPV,0,0,0.35,AE_NJ
1.3, ,SolarPV,0,0,0.35,AE_NJ
4.5, ,SolarPV,0,0,0.35,JC_NJ
2.9, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,BC_MD
10, ,SolarPV,0,0,0.35,DOM_MD
2.6, ,SolarPV,0,0,0.35,ATSI_OH
6.3, ,SolarPV,0,0,0.35,ATSI_OH
125.1,0.7,WindOn,0,0,0.28,AEP_OH
3, ,SolarPV,0,0,0.35,ME_PA
0.1, ,SolarPV,0,0,0.35,AP_VA
0.1, ,SolarPV,0,0,0.35,AP_VA
0.1, ,SolarPV,0,0,0.35,AP_VA
4, ,SolarPV,0,0,0.35,AP_VA
49.9, ,SolarPV,0,0,0.35,DOM_VA
65, ,SolarPV,0,0,0.35,DOM_NC
5.4, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,JC_NJ
50, ,SolarPV,0,0,0.35,AEP_VA
13.5, ,SolarPV,0,0,0.35,PN_PA
20, ,SolarPV,0,0,0.35,PN_PA
20, ,SolarPV,0,0,0.35,PN_PA
5, ,SolarPV,0,0,0.35,DOM_NC
1.1,0.6,NGCT,26.3,0.59,0.98,PE_PA
150, ,SolarPV,0,0,0.35,AEP_OH
19.9, ,SolarPV,0,0,0.35,DOM_VA
1.9, ,SolarPV,0,0,0.35,CE_IL
1.5, ,SolarPV,0,0,0.35,CE_IL
1.3, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
13.8, ,SolarPV,0,0,0.35,DOM_VA
15.7,15.7,SolarPV,0,0,0.35,AEP_VA
19.7,19.7,SolarPV,0,0,0.35,DOM_VA
2, ,SolarPV,0,0,0.35,DPL_MD
8.8, ,SolarPV,0,0,0.35,JC_NJ
8, ,SolarPV,0,0,0.35,JC_NJ
1.8,1.8,Oil,40,0.82,0.98,AEP_VA
3.2, ,SolarPV,0,0,0.35,ATSI_OH
3.1, ,SolarPV,0,0,0.35,JC_NJ
1.2, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,RECO_NJ
0.5, ,SolarPV,0,0,0.35,RECO_NJ
0.6, ,SolarPV,0,0,0.35,AEP_IN
0.9, ,SolarPV,0,0,0.35,AEP_IN
0.8, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,BC_MD
79,0.1,WindOn,0,0,0.28,CE_IL
1.6, ,SolarPV,0,0,0.35,PEP_MD
2.7, ,SolarPV,0,0,0.35,PS_NJ
1.3, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,AEP_NC
3.8, ,SolarPV,0,0,0.35,PE_NJ
1.4, ,SolarPV,0,0,0.35,DEOK_OH
1.5, ,SolarPV,0,0,0.35,PS_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
3.7, ,SolarPV,0,0,0.35,JC_NJ
3.2, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,JC_NJ
1.9, ,SolarPV,0,0,0.35,JC_NJ
3.7, ,SolarPV,0,0,0.35,PE_NJ
1.4, ,SolarPV,0,0,0.35,PS_NJ
93,0,WindOn,0,0,0.28,CE_IL
398.6,0,WindOn,0,0,0.28,AEP_IN
1.9, ,SolarPV,0,0,0.35,ATSI_OH
3, ,SolarPV,0,0,0.35,DPL_DE
1.5, ,SolarPV,0,0,0.35,PS_NJ
1, ,SolarPV,0,0,0.35,AE_NJ
13.1, ,SolarPV,0,0,0.35,JC_NJ
6.5, ,SolarPV,0,0,0.35,PE_NJ
1.8,0.2,Oil,40,0.82,0.98,ATSI_OH
1.8,0.2,Oil,40,0.82,0.98,ATSI_OH
2.2, ,SolarPV,0,0,0.35,JC_NJ
5.5,3.5,NGCT,26.3,0.59,0.98,PS_NJ
5.6,1,NGCT,26.3,0.59,0.98,DUQ_PA
3.5,2.4,NGCT,26.3,0.59,0.98,JC_NJ
2, ,SolarPV,0,0,0.35,PEP_MD
6.4,2.5,NGCT,26.3,0.59,0.98,PS_NJ
2.7,1.3,NGCT,26.3,0.59,0.98,PS_NJ
2.7,1.3,NGCT,26.3,0.59,0.98,PS_NJ
9.6, ,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,DPL_MD
10, ,SolarPV,0,0,0.35,PL_PA
2, ,SolarPV,0,0,0.35,DOM_MD
2, ,SolarPV,0,0,0.35,DOM_MD
2, ,SolarPV,0,0,0.35,DOM_MD
2, ,SolarPV,0,0,0.35,DOM_MD
1, ,SolarPV,0,0,0.35,PS_NJ
3.1,1.5,NGCT,26.3,0.59,0.98,PS_NJ
3.1,1.5,NGCT,26.3,0.59,0.98,PS_NJ
80, ,SolarPV,0,0,0.35,DOM_VA
9, ,SolarPV,0,0,0.35,DOM_NC
1.5, ,SolarPV,0,0,0.35,JC_NJ
0.6,0.1,Oil,40,0.82,0.98,PS_NJ
0.7,0.1,Oil,40,0.82,0.98,PS_NJ
0.6,0.1,Oil,40,0.82,0.98,PS_NJ
0.3,0.1,Oil,40,0.82,0.98,PS_NJ
0.8,0.1,Oil,40,0.82,0.98,PS_NJ
1,0.1,Oil,40,0.82,0.98,PS_NJ
1,0.1,Oil,40,0.82,0.98,PS_NJ
1,0.1,Oil,40,0.82,0.98,PS_NJ
0.1,0.1,Oil,40,0.82,0.98,PS_NJ
130,130,WindOn,0,0,0.28,AEP_IN
3.3, ,SolarPV,0,0,0.35,AP_PA
19.9, ,SolarPV,0,0,0.35,DOM_VA
2.3, ,SolarPV,0,0,0.35,AE_NJ
1.3,1.3,NG,22.525,0.495,0.98,PEP_DE
1.5,1.5,NG,22.525,0.495,0.98,PS_NJ
2,2,NG,22.525,0.495,0.98,PS_NJ
2.5,2.5,NG,22.525,0.495,0.98,PS_NJ
1.3,1.3,NG,22.525,0.495,0.98,PS_NJ
1.3,1.3,NG,22.525,0.495,0.98,PS_NJ
80, ,SolarPV,0,0,0.35,DOM_VA
15, ,SolarPV,0,0,0.35,PN_PA
20, ,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
1.6, ,SolarPV,0,0,0.35,CE_IL
3.9,0.5,NGCT,26.3,0.59,0.98,ATSI_OH
3.9,0.5,NGCT,26.3,0.59,0.98,ATSI_OH
16, ,SolarPV,0,0,0.35,AEP_IN
1.4,0,SolarPV,0,0,0.35,PS_IL
1,0,SolarPV,0,0,0.35,PS_IL
4.3,0,SolarPV,0,0,0.35,DOM_MD
3.5,0.5,NGCT,26.3,0.59,0.98,AEP_OH
6.1,0.5,NGCT,26.3,0.59,0.98,AEP_IN
3.5,0.5,NGCT,26.3,0.59,0.98,AEP_IN
3.6,0.5,NGCT,26.3,0.59,0.98,AEP_IN
3.5,0.5,NGCT,26.3,0.59,0.98,AEP_OH
50.4,2.5,SolarPV,0,0,0.35,AEP_IN
2, ,SolarPV,0,0,0.35,AEP_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,AEP_IL
12, ,SolarPV,0,0,0.35,AEP_VA
1, ,SolarPV,0,0,0.35,CE_IL
1, ,SolarPV,0,0,0.35,CE_IL
1.5, ,SolarPV,0,0,0.35,CE_IL
1.5, ,SolarPV,0,0,0.35,AE_NJ
250,0,WindOn,0,0,0.28,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
13, ,SolarPV,0,0,0.35,DOM_VA
2, ,SolarPV,0,0,0.35,CE_IL
20, ,SolarPV,0,0,0.35,PN_VA
2, ,SolarPV,0,0,0.35,CE_IL
80, ,SolarPV,0,0,0.35,PN_VA
2.3, ,SolarPV,0,0,0.35,PS_NJ
1.2, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
20, ,SolarPV,0,0,0.35,DOM_VA
1.1, ,SolarPV,0,0,0.35,PE_NJ
3, ,SolarPV,0,0,0.35,DPL_PA
4.9, ,SolarPV,0,0,0.35,DOM_NC
3.2,0.1,NGCT,26.3,0.59,0.98,PS_NJ
80, ,SolarPV,0,0,0.35,DOM_NC
10,0.3,NGCT,26.3,0.59,0.98,AEP_OH
25, ,SolarPV,0,0,0.35,DOM_VA
80, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,AP_MD
5, ,SolarPV,0,0,0.35,AEP_NC
1.4, ,SolarPV,0,0,0.35,JC_NJ
1.1, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
302.4,20,WindOn,0,0,0.28,AEP_IN
8.7, ,SolarPV,0,0,0.35,AEP_IN
3, ,SolarPV,0,0,0.35,AEP_IN
9, ,SolarPV,0,0,0.35,AEP_IN
7.8, ,SolarPV,0,0,0.35,AEP_IN
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
4, ,SolarPV,0,0,0.35,DOM_NC
21.3, ,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
1, ,SolarPV,0,0,0.35,BC_MD
3.9, ,SolarPV,0,0,0.35,JC_NJ
5, ,SolarPV,0,0,0.35,AEP_NC
1, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,JC_NJ
185,2,WindOn,0,0,0.28,CE_IL
5, ,SolarPV,0,0,0.35,DOM_NC
2.4, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
0.3, ,SolarPV,0,0,0.35,JC_NJ
0.4, ,SolarPV,0,0,0.35,JC_NJ
0.3, ,SolarPV,0,0,0.35,JC_NJ
0.1, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,CE_IL
5, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,AP_IL
1.5, ,SolarPV,0,0,0.35,PL_MD
20,1,SolarPV,0,0,0.35,DOM_NC
200, ,SolarPV,0,0,0.35,ATSI_IN
2, ,SolarPV,0,0,0.35,DOM_MD
1.9, ,SolarPV,0,0,0.35,CE_IL
1.5, ,SolarPV,0,0,0.35,CE_IL
1.9, ,SolarPV,0,0,0.35,BC_MD
1.9, ,SolarPV,0,0,0.35,BC_MD
1, ,SolarPV,0,0,0.35,DPL_MD
2, ,SolarPV,0,0,0.35,DOM_MD
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DPL_MD
1.1, ,SolarPV,0,0,0.35,PN_NY
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,PS_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
1.5, ,SolarPV,0,0,0.35,PL_MD
20, ,SolarPV,0,0,0.35,AEP_VA
2, ,SolarPV,0,0,0.35,CE_IL
4.4,2,NGCT,26.3,0.59,0.98,DUQ_PA
4.4,2,NGCT,26.3,0.59,0.98,DUQ_PA
4.4,2,NGCT,26.3,0.59,0.98,DUQ_PA
4.4,2,NGCT,26.3,0.59,0.98,DUQ_PA
4.4,2,NGCT,26.3,0.59,0.98,DUQ_PA
3, ,SolarPV,0,0,0.35,DUQ_PA
2, ,SolarPV,0,0,0.35,AP_IL
1.1, ,SolarPV,0,0,0.35,PS_IL
1.5, ,SolarPV,0,0,0.35,PS_IL
0.9, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
1.8,0.8,Oil,40,0.82,0.98,PL_PA
1.8,0.8,Oil,40,0.82,0.98,PL_PA
1.8,0.8,Oil,40,0.82,0.98,PL_PA
1.8,0.8,Oil,40,0.82,0.98,PL_PA
1.9, ,SolarPV,0,0,0.35,PS_IL
2, ,SolarPV,0,0,0.35,CE_IL
14, ,SolarPV,0,0,0.35,DOM_VA
20, ,SolarPV,0,0,0.35,DOM_VA
2.9, ,SolarPV,0,0,0.35,AE_NJ
1.6, ,SolarPV,0,0,0.35,JC_NJ
2,2,NG,22.525,0.495,0.98,AE_NJ
2,2,NG,22.525,0.495,0.98,JC_NJ
2, ,SolarPV,0,0,0.35,AEP_IL
13.5, ,SolarPV,0,0,0.35,AEP_OH
1.5, ,SolarPV,0,0,0.35,PS_NJ
6, ,SolarPV,0,0,0.35,AP_MD
1.5, ,SolarPV,0,0,0.35,PS_NJ
259.8,0,WindOn,0,0,0.28,CE_IL
19.9, ,SolarPV,0,0,0.35,DOM_VA
1.5, ,SolarPV,0,0,0.35,BC_MD
2.5, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,AP_MD
4, ,SolarPV,0,0,0.35,JC_NJ
1.7, ,SolarPV,0,0,0.35,EKPC_KY
1.6, ,SolarPV,0,0,0.35,AEP_IL
2.3, ,SolarPV,0,0,0.35,PS_NJ
10, ,SolarPV,0,0,0.35,JC_NJ
2, ,SolarPV,0,0,0.35,PE_NJ
12, ,SolarPV,0,0,0.35,AE_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
1.9, ,SolarPV,0,0,0.35,BC_MD
2.1, ,SolarPV,0,0,0.35,PS_NJ
1.6, ,SolarPV,0,0,0.35,PS_NJ
6, ,SolarPV,0,0,0.35,AE_NJ
1, ,SolarPV,0,0,0.35,ATSI_OH
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
2, ,SolarPV,0,0,0.35,CE_IL
